nome_estabelecimento;codigo_estabelecimento;nome_especialidade;codigo_especialidade;data_agendamento;horario_agendamento;recursos_disponiveis_no_horario;agendamentos_confirmados_no_horario;taxa_media_falta_especifica_2023;taxa_media_falta_especifica_ultimas_4_semanas;taxa_media_falta_especifica_historico;taxa_media_falta_geral_2023;taxa_media_falta_geral_ultimas_4_semanas;taxa_media_falta_geral_historico;desvio_padrao_falta_especifica_2023;desvio_padrao_falta_especifica_ultimas_4_semanas;desvio_padrao_falta_especifica_historico;indice_elasticidade_agendamento;elasticidade_maior_igual_50_porcento;overbooking_conservador_sugerido_maior_que_zero;disponibilidade_ajustada_recursos;disponibilidade_maior_igual_overbooking_sugerido;sugestao_overbooking_conservador_2023;sugestao_overbooking_moderado_2023;sugestao_overbooking_super_moderado_2023;sugestao_overbooking_agressivo_2023;sugestao_overbooking_super_agressivo_2023;sugestao_overbooking_conservador_ultimas_4_semanas;sugestao_overbooking_moderado_ultimas_4_semanas;sugestao_overbooking_super_moderado_ultimas_4_semanas;sugestao_overbooking_agressivo_ultimas_4_semanas;sugestao_overbooking_super_agressivo_ultimas_4_semanas;sugestao_overbooking_conservador_historico;sugestao_overbooking_moderado_historico;sugestao_overbooking_super_moderado_historico;sugestao_overbooking_agressivo_historico;sugestao_overbooking_super_agressivo_historico;detalhe_probabilidade_falta_individual;resumo_faltas_esperadas_por_horario
Dental Faria Lima;29;Odonto - Clínica geral;159;29/07/2024;16;5;5;0.15;0.29;0.21;0.244;0.25;0.247;0.12;0.12;0.14;0.6666666666666667;True;True;0;False;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;567203(0.0040), 578747(-1.0000), 294803(0.0000), 574935(0.4080), 530496(0.2120);0 / 5
Dental Faria Lima;29;Odonto - Clínica geral;159;29/07/2024;17;4;4;0.41;0.22;0.28;0.244;0.25;0.247;0.15;0.1;0.18;0.6428571428571428;True;True;0;False;2.0;1.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;573061(0.1500), 551206(0.2520), 575654(0.9940), 564715(0.0000);01/abr
Dental Faria Lima;29;Odonto - Clínica geral;159;29/07/2024;18;5;5;0.04;0.19;0.25;0.244;0.25;0.247;0.07;0.2;0.26;1.04;True;True;0;False;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;564799(0.0020), 551206(0.3380), 571970(0.0000), 574683(0.0000), 504551(0.1520);0 / 5
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;8;4;4;0.39;0.32;0.33;0.244;0.25;0.247;0.13;0.23;0.22;0.6666666666666666;True;True;0;False;2.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;547104(0.2240), 559720(0.0040), 577598(0.0000), 537565(0.9740);01/abr
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;9;3;3;0.31;0.23;0.36;0.244;0.25;0.247;0.18;0.09;0.24;0.6666666666666666;True;True;0;False;1.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;573003(0.0000), 577790(-1.0000), 545718(0.0000);0 / 3
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;10;2;2;0.11;0.22;0.22;0.244;0.25;0.247;0.07;0.17;0.15;0.6818181818181818;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;550758(0.0020), 409077(0.0000);0 / 2
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;11;2;2;0.37;0.37;0.3;0.244;0.25;0.247;0.24;0.24;0.2;0.6666666666666667;True;False;0;True;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;572404(0.0060), 551369(0.2180);0 / 2
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;13;2;2;0.33;0.25;0.22;0.244;0.25;0.247;0.05;0.04;0.16;0.7272727272727273;True;False;0;True;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;568857(0.4580), 539084(0.0060);0 / 2
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;15;1;1;0.1;0.15;0.2;0.244;0.25;0.247;0.1;0.07;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;511329(0.3220);0 / 1
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;16;2;2;0.15;0.29;0.21;0.244;0.25;0.247;0.12;0.12;0.14;0.6666666666666667;True;False;0;True;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;12343(0.0000), 462500(0.3040);0 / 2
Dental Faria Lima;29;Odonto - Periodontia;169;29/07/2024;17;1;1;0.41;0.22;0.28;0.244;0.25;0.247;0.15;0.1;0.18;0.6428571428571428;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;558467(0.0040);0 / 1
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;8;0;0;0.39;0.32;0.33;0.244;0.25;0.247;0.13;0.23;0.22;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;9;0;0;0.31;0.23;0.36;0.244;0.25;0.247;0.18;0.09;0.24;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;10;0;0;0.11;0.22;0.22;0.244;0.25;0.247;0.07;0.17;0.15;0.6818181818181818;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;11;0;0;0.37;0.37;0.3;0.244;0.25;0.247;0.24;0.24;0.2;0.6666666666666667;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;13;0;0;0.33;0.25;0.22;0.244;0.25;0.247;0.05;0.04;0.16;0.7272727272727273;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;14;0;0;0.19;0.31;0.23;0.244;0.25;0.247;0.09;0.14;0.13;0.5652173913043478;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;15;0;0;0.1;0.15;0.2;0.244;0.25;0.247;0.1;0.07;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;16;0;0;0.15;0.29;0.21;0.244;0.25;0.247;0.12;0.12;0.14;0.6666666666666667;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;29/07/2024;17;0;0;0.41;0.22;0.28;0.244;0.25;0.247;0.15;0.1;0.18;0.6428571428571428;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Prótese;170;29/07/2024;9;2;2;0.31;0.23;0.36;0.244;0.25;0.247;0.18;0.09;0.24;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;572192(0.0020), 568263(0.0000);0 / 2
Dental Faria Lima;29;Odonto - Prótese;170;29/07/2024;10;1;1;0.11;0.22;0.22;0.244;0.25;0.247;0.07;0.17;0.15;0.6818181818181818;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;551369(0.2220);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;29/07/2024;16;1;1;0.15;0.29;0.21;0.244;0.25;0.247;0.12;0.12;0.14;0.6666666666666667;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;570864(0.1380);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;29/07/2024;18;1;1;0.04;0.19;0.25;0.244;0.25;0.247;0.07;0.2;0.26;1.04;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;557859(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Odontopediatria;166;29/07/2024;11;0;0;0.37;0.37;0.3;0.244;0.25;0.247;0.24;0.24;0.2;0.6666666666666667;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;8;1;1;0.39;0.32;0.33;0.244;0.25;0.247;0.13;0.23;0.22;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;568996(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;9;1;1;0.31;0.23;0.36;0.244;0.25;0.247;0.18;0.09;0.24;0.6666666666666666;True;False;0;True;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;545217(0.9960);01/jan
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;10;1;1;0.11;0.22;0.22;0.244;0.25;0.247;0.07;0.17;0.15;0.6818181818181818;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576668(0.0040);0 / 1
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;13;1;1;0.33;0.25;0.22;0.244;0.25;0.247;0.05;0.04;0.16;0.7272727272727273;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;576468(0.9980);01/jan
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;15;1;1;0.1;0.15;0.2;0.244;0.25;0.247;0.1;0.07;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;577374(0.5340);0 / 1
Dental Faria Lima;29;Odonto - Endodontia;168;29/07/2024;17;1;1;0.41;0.22;0.28;0.244;0.25;0.247;0.15;0.1;0.18;0.6428571428571428;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;570191(0.1380);0 / 1
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;8;5;5;0.29;0.44;0.29;0.244;0.25;0.247;0.11;0.15;0.14;0.48275862068965525;False;False;0;False;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;570576(0.0020), 330487(0.4300), 568434(0.0000), 570576(0.0000), 557499(0.0100);0 / 5
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;9;7;7;0.23;0.31;0.26;0.244;0.25;0.247;0.08;0.17;0.14;0.5384615384615385;True;True;0;False;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;4.0;1.0;1.0;2.0;3.0;3.0;571633(0.0000), 537254(0.5820), 546597(0.0360), 548197(0.0040), 564411(0.0060), 262674(0.5620), 480901(0.3340);0 / 7
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;10;6;6;0.11;0.32;0.2;0.244;0.25;0.247;0.11;0.09;0.15;0.7499999999999999;True;True;0;False;0.0;0.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;556040(0.0100), 438304(0.3120), 540529(0.3680), 548197(0.0040), 569961(0.4160), 480903(0.2860);0 / 6
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;11;3;3;0.31;0.26;0.25;0.244;0.25;0.247;0.12;0.04;0.17;0.68;True;False;0;True;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;509505(0.1320), 540019(0.1700), 522757(0.3860);0 / 3
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;13;4;4;0.21;0.26;0.26;0.244;0.25;0.247;0.08;0.1;0.12;0.4615384615384615;False;False;0;False;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;379098(0.1760), 576748(0.0000), 285828(0.4840), 560331(0.0020);0 / 4
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;14;3;3;0.22;0.2;0.3;0.244;0.25;0.247;0.15;0.14;0.21;0.7;True;True;0;False;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;2.0;574600(1.0000), 557899(0.5000), 543733(0.2340);01/mar
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;15;5;5;0.24;0.26;0.31;0.244;0.25;0.247;0.15;0.17;0.2;0.6451612903225807;True;True;0;False;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;578289(-1.0000), 449610(-1.0000), 553645(0.1980), 539062(0.2400), 565749(0.0040);0 / 5
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;16;8;8;0.1;0.28;0.28;0.244;0.25;0.247;0.13;0.17;0.23;0.8214285714285714;True;True;0;False;0.0;0.0;1.0;2.0;2.0;2.0;2.0;3.0;4.0;4.0;1.0;2.0;3.0;4.0;4.0;565261(0.9980), 571516(0.3640), 578233(-1.0000), 571113(0.0000), 578407(-1.0000), 578595(-1.0000), 526121(0.2500), 572104(0.0080);01/ago
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;17;7;7;0.2;0.25;0.27;0.244;0.25;0.247;0.17;0.14;0.2;0.7407407407407407;True;True;0;False;1.0;1.0;2.0;3.0;3.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;3.0;3.0;4.0;554218(0.0000), 577500(0.0020), 575748(0.0020), 575748(0.0000), 529655(0.3800), 572374(0.1400), 578909(-1.0000);0 / 7
Dental Faria Lima;29;Odonto - Clínica geral;159;30/07/2024;18;3;3;0.22;0.35;0.3;0.244;0.25;0.247;0.14;0.15;0.21;0.7;True;True;0;False;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;0.0;1.0;2.0;2.0;552300(0.0000), 573188(0.0000), 562085(0.0000);0 / 3
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;8;4;2;0.29;0.44;0.29;0.244;0.25;0.247;0.11;0.15;0.14;0.48275862068965525;False;False;2;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;546691(0.0080), 535323(0.3760);0 / 2
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;9;2;2;0.23;0.31;0.26;0.244;0.25;0.247;0.08;0.17;0.14;0.5384615384615385;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;538482(0.2820), 522757(0.5240);0 / 2
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;10;1;1;0.11;0.32;0.2;0.244;0.25;0.247;0.11;0.09;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;474428(0.3640);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;11;5;1;0.31;0.26;0.25;0.244;0.25;0.247;0.12;0.04;0.17;0.68;True;False;4;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;400430(-1.0000);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;13;2;2;0.21;0.26;0.26;0.244;0.25;0.247;0.08;0.1;0.12;0.4615384615384615;False;False;0;False;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;558649(0.3100), 418768(0.1080);0 / 2
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;14;3;1;0.22;0.2;0.3;0.244;0.25;0.247;0.15;0.14;0.21;0.7;True;False;2;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;511927(0.1920);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;15;3;1;0.24;0.26;0.31;0.244;0.25;0.247;0.15;0.17;0.2;0.6451612903225807;True;False;2;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;567884(0.5880);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;16;1;1;0.1;0.28;0.28;0.244;0.25;0.247;0.13;0.17;0.23;0.8214285714285714;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;571516(0.3880);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;17;1;1;0.2;0.25;0.27;0.244;0.25;0.247;0.17;0.14;0.2;0.7407407407407407;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;577768(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Ortodontia;163;30/07/2024;18;1;1;0.22;0.35;0.3;0.244;0.25;0.247;0.14;0.15;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;566863(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;8;1;1;0.29;0.44;0.29;0.244;0.25;0.247;0.11;0.15;0.14;0.48275862068965525;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;496538(0.1260);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;9;1;1;0.23;0.31;0.26;0.244;0.25;0.247;0.08;0.17;0.14;0.5384615384615385;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;570576(0.0020);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;10;1;1;0.11;0.32;0.2;0.244;0.25;0.247;0.11;0.09;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;548868(0.3160);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;11;1;1;0.31;0.26;0.25;0.244;0.25;0.247;0.12;0.04;0.17;0.68;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;534310(0.0440);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;13;1;1;0.21;0.26;0.26;0.244;0.25;0.247;0.08;0.1;0.12;0.4615384615384615;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;578202(-1.0000);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;14;1;1;0.22;0.2;0.3;0.244;0.25;0.247;0.15;0.14;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;577142(0.0020);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;15;1;1;0.24;0.26;0.31;0.244;0.25;0.247;0.15;0.17;0.2;0.6451612903225807;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;268445(0.0020);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;16;1;1;0.1;0.28;0.28;0.244;0.25;0.247;0.13;0.17;0.23;0.8214285714285714;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;537184(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;17;1;1;0.2;0.25;0.27;0.244;0.25;0.247;0.17;0.14;0.2;0.7407407407407407;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;268823(0.4540);0 / 1
Dental Faria Lima;29;Odonto - Implantodontia;171;30/07/2024;18;1;1;0.22;0.35;0.3;0.244;0.25;0.247;0.14;0.15;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;447779(0.3600);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;8;1;1;0.29;0.44;0.29;0.244;0.25;0.247;0.11;0.15;0.14;0.48275862068965525;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;502565(0.1660);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;9;1;1;0.23;0.31;0.26;0.244;0.25;0.247;0.08;0.17;0.14;0.5384615384615385;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;571903(0.1240);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;10;1;1;0.11;0.32;0.2;0.244;0.25;0.247;0.11;0.09;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;531490(0.5740);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;11;1;1;0.31;0.26;0.25;0.244;0.25;0.247;0.12;0.04;0.17;0.68;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;511329(0.3920);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;13;1;1;0.21;0.26;0.26;0.244;0.25;0.247;0.08;0.1;0.12;0.4615384615384615;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;535290(0.2180);0 / 1
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;14;2;2;0.22;0.2;0.3;0.244;0.25;0.247;0.15;0.14;0.21;0.7;True;False;0;True;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;563779(0.9980), 534312(0.2600);01/fev
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;15;0;0;0.24;0.26;0.31;0.244;0.25;0.247;0.15;0.17;0.2;0.6451612903225807;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;16;0;0;0.1;0.28;0.28;0.244;0.25;0.247;0.13;0.17;0.23;0.8214285714285714;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;17;0;0;0.2;0.25;0.27;0.244;0.25;0.247;0.17;0.14;0.2;0.7407407407407407;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Prótese;170;30/07/2024;18;1;1;0.22;0.35;0.3;0.244;0.25;0.247;0.14;0.15;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;534311(0.1480);0 / 1
Dental Faria Lima;29;Odonto - Periodontia;169;30/07/2024;13;1;1;0.21;0.26;0.26;0.244;0.25;0.247;0.08;0.1;0.12;0.4615384615384615;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;574600(1.0000);01/jan
Dental Faria Lima;29;Odonto - Periodontia;169;30/07/2024;15;1;1;0.24;0.26;0.31;0.244;0.25;0.247;0.15;0.17;0.2;0.6451612903225807;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;578162(-1.0000);0 / 1
Dental Faria Lima;29;Odonto - Periodontia;169;30/07/2024;18;1;1;0.22;0.35;0.3;0.244;0.25;0.247;0.14;0.15;0.21;0.7;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;566047(0.0000);0 / 1
Dental Faria Lima;29;Odonto - Cirurgia;167;30/07/2024;8;0;0;0.29;0.44;0.29;0.244;0.25;0.247;0.11;0.15;0.14;0.48275862068965525;False;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;30/07/2024;9;0;0;0.23;0.31;0.26;0.244;0.25;0.247;0.08;0.17;0.14;0.5384615384615385;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;30/07/2024;10;0;0;0.11;0.32;0.2;0.244;0.25;0.247;0.11;0.09;0.15;0.7499999999999999;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
Dental Faria Lima;29;Odonto - Cirurgia;167;30/07/2024;11;0;0;0.31;0.26;0.25;0.244;0.25;0.247;0.12;0.04;0.17;0.68;True;False;0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;- - -
